wikidata_iri,name,depth,wikipedia_page_id,wikipedia_url
wd:Q7193,Microbiology,3,21393077,https://en.wikipedia.org/?curid=21393077
wd:Q39072,Microeconomics,3,18819,https://en.wikipedia.org/?curid=18819
wd:Q39833,Microorganism,4,20377,https://en.wikipedia.org/?curid=20377
wd:Q5297,Microprocessor,4,19553,https://en.wikipedia.org/?curid=19553
wd:Q905377,Microwave chemistry,4,1710956,https://en.wikipedia.org/?curid=1710956
wd:Q11339597,Microwave engineering,3,31789966,https://en.wikipedia.org/?curid=31789966
wd:Q12554,Middle Ages,3,18836,https://en.wikipedia.org/?curid=18836
wd:Q8473,Military,4,92357,https://en.wikipedia.org/?curid=92357
wd:Q192781,Military history,3,25595604,https://en.wikipedia.org/?curid=25595604
wd:Q15627509,Military organization,3,6714405,https://en.wikipedia.org/?curid=6714405
wd:Q192386,Military science,2,86586,https://en.wikipedia.org/?curid=86586
wd:Q329864,Military technology,3,90815,https://en.wikipedia.org/?curid=90815
wd:Q83353,Mineralogy,4,19883,https://en.wikipedia.org/?curid=19883
wd:Q17152560,Minimal intervention dentistry,4,22022246,https://en.wikipedia.org/?curid=22022246
wd:Q1370637,Mining engineering,3,488361,https://en.wikipedia.org/?curid=488361
wd:Q1758389,Mixed reality,4,877295,https://en.wikipedia.org/?curid=877295
wd:Q2988038,Mobile app development,4,4173172,https://en.wikipedia.org/?curid=4173172
wd:Q920890,Mobile operating system,4,14260687,https://en.wikipedia.org/?curid=14260687
wd:Q4810574,Mobile robot,4,3808074,https://en.wikipedia.org/?curid=3808074
wd:Q210841,Modal logic,4,333365,https://en.wikipedia.org/?curid=333365
wd:Q2651576,Model of computation,4,1773278,https://en.wikipedia.org/?curid=1773278
wd:Q467606,Model theory,4,19858,https://en.wikipedia.org/?curid=19858
wd:Q245188,Modern architecture,4,315927,https://en.wikipedia.org/?curid=315927
wd:Q3281534,Modern era,3,4399619,https://en.wikipedia.org/?curid=4399619
wd:Q170474,Modulation,4,20637,https://en.wikipedia.org/?curid=20637
wd:Q6507061,Molecular binding,4,11489016,https://en.wikipedia.org/?curid=11489016
wd:Q7202,Molecular biology,3,19200,https://en.wikipedia.org/?curid=19200
wd:Q17104113,Molecular diffusion,4,8643,https://en.wikipedia.org/?curid=8643
wd:Q901663,Molecular dynamics,4,198608,https://en.wikipedia.org/?curid=198608
wd:Q3523861,Molecular engineering,3,177515,https://en.wikipedia.org/?curid=177515
wd:Q210506,Molecular genetics,4,339838,https://en.wikipedia.org/?curid=339838
wd:Q911331,Molecular geometry,4,996278,https://en.wikipedia.org/?curid=996278
wd:Q1344441,Molecular mechanics,4,547400,https://en.wikipedia.org/?curid=547400
wd:Q174858,Molecular modelling,4,734256,https://en.wikipedia.org/?curid=734256
wd:Q6896018,Molecular neuroscience,4,1822196,https://en.wikipedia.org/?curid=1822196
wd:Q489328,Molecular physics,3,675130,https://en.wikipedia.org/?curid=675130
wd:Q7269,Monarchy,4,19013,https://en.wikipedia.org/?curid=19013
wd:Q580018,Monetary economics,4,297000,https://en.wikipedia.org/?curid=297000
wd:Q1141462,Montane ecosystems,4,35340561,https://en.wikipedia.org/?curid=35340561
wd:Q4355306,Moral psychology,4,1040741,https://en.wikipedia.org/?curid=1040741
wd:Q38311,Morphology (linguistics),4,20646,https://en.wikipedia.org/?curid=20646
wd:Q1197190,Multilinear algebra,4,243946,https://en.wikipedia.org/?curid=243946
wd:Q846651,Multiprocessing,4,64020,https://en.wikipedia.org/?curid=64020
wd:Q1952580,Multivariate statistics,4,19384,https://en.wikipedia.org/?curid=19384
wd:Q8009938,Municipal law,4,3365727,https://en.wikipedia.org/?curid=3365727
wd:Q638,Music,4,18839,https://en.wikipedia.org/?curid=18839
wd:Q510293,Musical acoustics,4,1379269,https://en.wikipedia.org/?curid=1379269
wd:Q194309,Mycobacterium,4,395846,https://en.wikipedia.org/?curid=395846
wd:Q7175,Mycology,4,20874,https://en.wikipedia.org/?curid=20874
wd:Q20962970,NOx,4,2630676,https://en.wikipedia.org/?curid=2630676
wd:Q22302226,Nanocluster,4,44466572,https://en.wikipedia.org/?curid=44466572
wd:Q11468,Nanotechnology,3,21488,https://en.wikipedia.org/?curid=21488
wd:Q6235,Nationalism,4,21748,https://en.wikipedia.org/?curid=21748
wd:Q4314780,Nationalism studies,4,18404712,https://en.wikipedia.org/?curid=18404712
wd:Q30642,Natural language processing,3,21652,https://en.wikipedia.org/?curid=21652
wd:Q29524,Natural law,4,22063,https://en.wikipedia.org/?curid=22063
wd:Q3299701,Natural resource economics,4,19080286,https://en.wikipedia.org/?curid=19080286
wd:Q7991,Natural science,1,38890,https://en.wikipedia.org/?curid=38890
wd:Q1136352,Naval architecture,4,76653,https://en.wikipedia.org/?curid=76653
wd:Q7310,Nazism,4,31045316,https://en.wikipedia.org/?curid=31045316
wd:Q13599969,Nebular hypothesis,4,212374,https://en.wikipedia.org/?curid=212374
wd:Q2355208,Nematology,4,12830890,https://en.wikipedia.org/?curid=12830890
wd:Q60571,Neoclassical economics,4,21634,https://en.wikipedia.org/?curid=21634
wd:Q177635,Nephrology,3,22028,https://en.wikipedia.org/?curid=22028
wd:Q853467,Net neutrality,4,1398166,https://en.wikipedia.org/?curid=1398166
wd:Q1454667,Network management,4,41410,https://en.wikipedia.org/?curid=41410
wd:Q7001161,Network performance,4,1522954,https://en.wikipedia.org/?curid=1522954
wd:Q4417995,Networked learning,4,2830653,https://en.wikipedia.org/?curid=2830653
wd:Q1306528,Neural engineering,4,2567511,https://en.wikipedia.org/?curid=2567511
wd:Q948647,Neuroanatomy,4,337196,https://en.wikipedia.org/?curid=337196
wd:Q1755122,Neurodegenerative disease,4,4464817,https://en.wikipedia.org/?curid=4464817
wd:Q1045712,Neuroeconomics,4,515094,https://en.wikipedia.org/?curid=515094
wd:Q1335366,Neuroendocrinology,4,2467818,https://en.wikipedia.org/?curid=2467818
wd:Q1336265,Neuroethology,4,645120,https://en.wikipedia.org/?curid=645120
wd:Q17165278,Neurogenetics,4,18143331,https://en.wikipedia.org/?curid=18143331
wd:Q2492999,Neuroimmunology,4,4052447,https://en.wikipedia.org/?curid=4052447
wd:Q83042,Neurology,3,21226,https://en.wikipedia.org/?curid=21226
wd:Q3026765,Neuropharmacology,4,1685778,https://en.wikipedia.org/?curid=1685778
wd:Q3621694,Neurophysics,4,14992387,https://en.wikipedia.org/?curid=14992387
wd:Q660910,Neurophysiology,4,374304,https://en.wikipedia.org/?curid=374304
wd:Q849491,Neuroplasticity,4,1948637,https://en.wikipedia.org/?curid=1948637
wd:Q3872,Neuropsychology,4,288292,https://en.wikipedia.org/?curid=288292
wd:Q207011,Neuroscience,3,21245,https://en.wikipedia.org/?curid=21245
wd:Q969316,Neurotransmission,4,2918988,https://en.wikipedia.org/?curid=2918988
wd:Q2126,Neutrino,4,21485,https://en.wikipedia.org/?curid=21485
wd:Q477544,New religious movement,4,201588,https://en.wikipedia.org/?curid=201588
wd:Q11032,Newspaper,4,22112840,https://en.wikipedia.org/?curid=22112840
wd:Q909607,Nitration,4,692867,https://en.wikipedia.org/?curid=692867
wd:Q173106,Node (networking),4,998116,https://en.wikipedia.org/?curid=998116
wd:Q1879301,Noise control,4,3550569,https://en.wikipedia.org/?curid=3550569
wd:Q233858,Non-Euclidean geometry,4,58610,https://en.wikipedia.org/?curid=58610
wd:Q239179,Non-classical logic,3,3192556,https://en.wikipedia.org/?curid=3192556
wd:Q2488768,Non-monotonic logic,4,341086,https://en.wikipedia.org/?curid=341086
wd:Q756033,Nonlinear optics,4,21723,https://en.wikipedia.org/?curid=21723
wd:Q1097688,Nonparametric statistics,4,223369,https://en.wikipedia.org/?curid=223369
wd:Q1503766,Nonstandard analysis,4,21708,https://en.wikipedia.org/?curid=21708
wd:Q1321845,Normative ethics,4,22081,https://en.wikipedia.org/?curid=22081
wd:Q243545,Nuclear chemistry,3,242001,https://en.wikipedia.org/?curid=242001
wd:Q81197,Nuclear physics,3,21285,https://en.wikipedia.org/?curid=21285
wd:Q12739,Nuclear power,3,22153,https://en.wikipedia.org/?curid=22153
wd:Q134447,Nuclear power plant,4,207347,https://en.wikipedia.org/?curid=207347
wd:Q202651,Nuclear transmutation,4,27739443,https://en.wikipedia.org/?curid=27739443
wd:Q12802,Nuclear weapon,4,21785,https://en.wikipedia.org/?curid=21785
wd:Q12479,Number theory,3,21527,https://en.wikipedia.org/?curid=21527
wd:Q11216,Numerical analysis,4,21506,https://en.wikipedia.org/?curid=21506
wd:Q121176,Nursing,3,18403271,https://en.wikipedia.org/?curid=18403271
wd:Q374082,Nursing process,4,1690921,https://en.wikipedia.org/?curid=1690921
wd:Q1590997,Nursing theory,4,1726092,https://en.wikipedia.org/?curid=1726092
wd:Q2138622,Nutrition,4,21525,https://en.wikipedia.org/?curid=21525
wd:Q17652193,Nutritional science,4,4320719,https://en.wikipedia.org/?curid=4320719
wd:Q818557,Observational astronomy,4,507266,https://en.wikipedia.org/?curid=507266
wd:Q818574,Observational study,4,6326483,https://en.wikipedia.org/?curid=6326483
wd:Q5284418,Obstetrics,3,52965,https://en.wikipedia.org/?curid=52965
wd:Q2054164,Occupational health psychology,4,18079605,https://en.wikipedia.org/?curid=18079605
wd:Q628764,Occupational medicine,3,8417064,https://en.wikipedia.org/?curid=8417064
wd:Q629029,Occupational safety and health,4,35319154,https://en.wikipedia.org/?curid=35319154
wd:Q55643,Oceania,4,22621,https://en.wikipedia.org/?curid=22621
wd:Q43518,Oceanography,3,44044,https://en.wikipedia.org/?curid=44044
wd:Q17105064,Offshore geotechnical engineering,4,39639420,https://en.wikipedia.org/?curid=39639420
wd:Q42962,Oil,4,4207510,https://en.wikipedia.org/?curid=4207510
wd:Q952624,Olericulture,4,9372603,https://en.wikipedia.org/?curid=9372603
wd:Q7094098,Online learning community,4,4549152,https://en.wikipedia.org/?curid=4549152
wd:Q44325,Ontology,4,22261,https://en.wikipedia.org/?curid=22261
wd:Q7096341,Open classroom,4,2958612,https://en.wikipedia.org/?curid=2958612
wd:Q9135,Operating system,4,22194,https://en.wikipedia.org/?curid=22194
wd:Q1423657,Operations management,4,1993994,https://en.wikipedia.org/?curid=1993994
wd:Q161437,Ophthalmology,3,56153,https://en.wikipedia.org/?curid=56153
wd:Q49958,Opinion poll,4,277315,https://en.wikipedia.org/?curid=277315
wd:Q1469765,Optical communication,4,164174,https://en.wikipedia.org/?curid=164174
wd:Q640621,Optical engineering,3,372619,https://en.wikipedia.org/?curid=372619
wd:Q162,Optical fiber,4,3372377,https://en.wikipedia.org/?curid=3372377
wd:Q114119245,Optical material,4,71656162,https://en.wikipedia.org/?curid=71656162
wd:Q2248059,Optical storage,4,2343045,https://en.wikipedia.org/?curid=2343045
wd:Q14620,Optics,3,22483,https://en.wikipedia.org/?curid=22483
wd:Q193091,Optoelectronics,4,132883,https://en.wikipedia.org/?curid=132883
wd:Q618211,Optometry,3,181226,https://en.wikipedia.org/?curid=181226
wd:Q2508462,Oral and maxillofacial pathology,4,17584743,https://en.wikipedia.org/?curid=17584743
wd:Q504033,Oral and maxillofacial surgery,4,1137766,https://en.wikipedia.org/?curid=1137766
wd:Q3673891,Oral medicine,4,4042253,https://en.wikipedia.org/?curid=4042253
wd:Q842433,Orbital mechanics,3,182146,https://en.wikipedia.org/?curid=182146
wd:Q24175351,Order theory,4,361924,https://en.wikipedia.org/?curid=361924
wd:Q11351,Organic chemistry,3,22208,https://en.wikipedia.org/?curid=22208
wd:Q174211,Organic compound,4,22203,https://en.wikipedia.org/?curid=22203
wd:Q901002,Organic electronics,4,22190,https://en.wikipedia.org/?curid=22190
wd:Q648191,Organic reaction,4,172592,https://en.wikipedia.org/?curid=172592
wd:Q7239,Organism,4,19653842,https://en.wikipedia.org/?curid=19653842
wd:Q650472,Organization development,4,226594,https://en.wikipedia.org/?curid=226594
wd:Q1937189,Organizational communication,3,228053,https://en.wikipedia.org/?curid=228053
wd:Q237200,Organometallic chemistry,4,22526,https://en.wikipedia.org/?curid=22526
wd:Q131760213,Organophosphorus chemistry,4,4279049,https://en.wikipedia.org/?curid=4279049
wd:Q422785,Organosulfur chemistry,4,1959215,https://en.wikipedia.org/?curid=1959215
wd:Q44703,Ornithology,4,42967,https://en.wikipedia.org/?curid=42967
wd:Q118301,Orthodontics,4,336806,https://en.wikipedia.org/?curid=336806
wd:Q216685,Orthopedic surgery,4,430380,https://en.wikipedia.org/?curid=430380
wd:Q819121,Osteology,4,641572,https://en.wikipedia.org/?curid=641572
wd:Q189553,Otorhinolaryngology,3,22573,https://en.wikipedia.org/?curid=22573
wd:Q7112556,Outline of applied science,1,33764165,https://en.wikipedia.org/?curid=33764165
wd:Q18358863,Outline of botany,3,13725873,https://en.wikipedia.org/?curid=13725873
wd:Q7112648,Outline of geology,3,14343000,https://en.wikipedia.org/?curid=14343000
wd:Q7112650,Outline of geophysics,4,33462592,https://en.wikipedia.org/?curid=33462592
wd:Q135264499,Outline of health sciences,2,14002,https://en.wikipedia.org/?curid=14002
wd:Q7112655,Outline of history,3,3402732,https://en.wikipedia.org/?curid=3402732
wd:Q780811,Oyster farming,4,3439783,https://en.wikipedia.org/?curid=3439783
wd:Q183140,Ozone depletion,4,44183,https://en.wikipedia.org/?curid=44183
wd:Q2845236,P-adic analysis,4,291327,https://en.wikipedia.org/?curid=291327
wd:Q81938,Pain,4,24373,https://en.wikipedia.org/?curid=24373
wd:Q11629,Painting,4,18622193,https://en.wikipedia.org/?curid=18622193
wd:Q52151,Palaeogeography,4,349868,https://en.wikipedia.org/?curid=349868
wd:Q1578310,Paleobiology,4,5658554,https://en.wikipedia.org/?curid=5658554
wd:Q2839806,Paleoceanography,4,3745308,https://en.wikipedia.org/?curid=3745308
wd:Q191069,Paleoclimatology,4,51042,https://en.wikipedia.org/?curid=51042
wd:Q7205,Paleontology,4,23084,https://en.wikipedia.org/?curid=23084
wd:Q212919,Palynology,4,328274,https://en.wikipedia.org/?curid=328274
wd:Q7132695,Paper engineering,4,231209,https://en.wikipedia.org/?curid=231209
wd:Q205299,Paper size,4,166105,https://en.wikipedia.org/?curid=166105
wd:Q426592,Paraconsistent logic,4,421085,https://en.wikipedia.org/?curid=421085
wd:Q689971,Paradigm shift,4,25081,https://en.wikipedia.org/?curid=25081
wd:Q232661,Parallel computing,4,145162,https://en.wikipedia.org/?curid=145162
wd:Q1849855,Parametric statistics,4,223366,https://en.wikipedia.org/?curid=223366
wd:Q180502,Parasitology,4,383854,https://en.wikipedia.org/?curid=383854
wd:Q130825,Particle accelerator,4,18589032,https://en.wikipedia.org/?curid=18589032
wd:Q736634,Particle detector,4,478538,https://en.wikipedia.org/?curid=478538
wd:Q18334,Particle physics,3,23259,https://en.wikipedia.org/?curid=23259
wd:Q1990841,Password strength,4,4459886,https://en.wikipedia.org/?curid=4459886
wd:Q1969601,Pathfinding,4,2426057,https://en.wikipedia.org/?curid=2426057
wd:Q804517,Pathogenic bacteria,4,15464966,https://en.wikipedia.org/?curid=15464966
wd:Q7208,Pathology,3,48791,https://en.wikipedia.org/?curid=48791
wd:Q1294584,Pattern language,4,182837,https://en.wikipedia.org/?curid=182837
wd:Q15820293,Peace and conflict studies,4,1546697,https://en.wikipedia.org/?curid=1546697
wd:Q7922,Pedagogy,3,419686,https://en.wikipedia.org/?curid=419686
wd:Q2086597,Pediatric dentistry,4,20877944,https://en.wikipedia.org/?curid=20877944
wd:Q123028,Pediatrics,3,23593,https://en.wikipedia.org/?curid=23593
wd:Q215501,Pedology,4,59408,https://en.wikipedia.org/?curid=59408
wd:Q184485,Performing arts,3,22938,https://en.wikipedia.org/?curid=22938
wd:Q938196,Periodontology,4,2265239,https://en.wikipedia.org/?curid=2265239
wd:Q253613,Personal finance,4,341987,https://en.wikipedia.org/?curid=341987
wd:Q271716,Personality psychology,4,24984,https://en.wikipedia.org/?curid=24984
wd:Q2306047,Pest control,4,855297,https://en.wikipedia.org/?curid=855297
wd:Q1273174,Petroleum engineering,3,65465,https://en.wikipedia.org/?curid=65465
wd:Q862571,Petroleum industry,4,994887,https://en.wikipedia.org/?curid=994887
wd:Q1059843,Petroleum product,4,1428868,https://en.wikipedia.org/?curid=1428868
wd:Q7178978,Petroleum production engineering,4,30695016,https://en.wikipedia.org/?curid=30695016
wd:Q7180749,Pharmaceutical engineering,4,19419701,https://en.wikipedia.org/?curid=19419701
wd:Q186249,Pharmaceutics,4,920218,https://en.wikipedia.org/?curid=920218
wd:Q55629801,Pharmacoepigenetics,4,56840878,https://en.wikipedia.org/?curid=56840878
wd:Q1152227,Pharmacogenomics,4,1004486,https://en.wikipedia.org/?curid=1004486
wd:Q319616,Pharmacognosy,4,592949,https://en.wikipedia.org/?curid=592949
wd:Q323936,Pharmacokinetics,4,9674107,https://en.wikipedia.org/?curid=9674107
wd:Q128406,Pharmacology,3,24354,https://en.wikipedia.org/?curid=24354
wd:Q7180793,Pharmacometabolomics,4,34939027,https://en.wikipedia.org/?curid=34939027
wd:Q30314286,Pharmacomicrobiomics,4,53368771,https://en.wikipedia.org/?curid=53368771
wd:Q185357,Phase transition,4,54423,https://en.wikipedia.org/?curid=54423
wd:Q272737,Phenology,4,536188,https://en.wikipedia.org/?curid=536188
wd:Q7186193,Philosophical methodology,4,23012,https://en.wikipedia.org/?curid=23012
wd:Q5891,Philosophy,2,13692155,https://en.wikipedia.org/?curid=13692155
wd:Q484761,Philosophy of language,3,6880370,https://en.wikipedia.org/?curid=6880370
wd:Q180536,Philosophy of mathematics,4,46439,https://en.wikipedia.org/?curid=46439
wd:Q23407,Philosophy of mind,4,6880483,https://en.wikipedia.org/?curid=6880483
wd:Q59115,Philosophy of science,3,37010,https://en.wikipedia.org/?curid=37010
wd:Q1754940,Philosophy of space and time,4,655002,https://en.wikipedia.org/?curid=655002
wd:Q35395,Phonetics,4,23194,https://en.wikipedia.org/?curid=23194
wd:Q40998,Phonology,4,23247,https://en.wikipedia.org/?curid=23247
wd:Q908917,Photobiology,4,578784,https://en.wikipedia.org/?curid=578784
wd:Q188651,Photochemistry,4,363430,https://en.wikipedia.org/?curid=363430
wd:Q11633,Photography,4,23604,https://en.wikipedia.org/?curid=23604
wd:Q1073340,Photometry (astronomy),4,207560,https://en.wikipedia.org/?curid=207560
wd:Q467054,Photonics,3,184904,https://en.wikipedia.org/?curid=184904
wd:Q11982,Photosynthesis,4,24544,https://en.wikipedia.org/?curid=24544
wd:Q192127,Photovoltaics,4,652531,https://en.wikipedia.org/?curid=652531
wd:Q188391,Phycology,4,90347,https://en.wikipedia.org/?curid=90347
wd:Q11372,Physical chemistry,3,23635,https://en.wikipedia.org/?curid=23635
wd:Q173227,Physical constant,4,23205,https://en.wikipedia.org/?curid=23205
wd:Q18346,Physical cosmology,4,5378,https://en.wikipedia.org/?curid=5378
wd:Q52107,Physical geography,3,23263,https://en.wikipedia.org/?curid=23263
wd:Q1337681,Physical oceanography,4,387440,https://en.wikipedia.org/?curid=387440
wd:Q942347,Physical optics,4,2460242,https://en.wikipedia.org/?curid=2460242
wd:Q652513,Physical organic chemistry,4,11304514,https://en.wikipedia.org/?curid=11304514
wd:Q107715,Physical quantity,3,23204,https://en.wikipedia.org/?curid=23204
wd:Q186005,Physical therapy,3,24022,https://en.wikipedia.org/?curid=24022
wd:Q413,Physics,2,22939,https://en.wikipedia.org/?curid=22939
wd:Q2599934,Physics beyond the Standard Model,4,4043742,https://en.wikipedia.org/?curid=4043742
wd:Q521,Physiology,3,23597,https://en.wikipedia.org/?curid=23597
wd:Q640068,Phytochemistry,4,1246630,https://en.wikipedia.org/?curid=1246630
wd:Q104499,Planetary science,3,36224143,https://en.wikipedia.org/?curid=36224143
wd:Q7201252,Planetary surface,4,34661457,https://en.wikipedia.org/?curid=34661457
wd:Q309100,Planning,4,378010,https://en.wikipedia.org/?curid=378010
wd:Q4021,Plant anatomy,4,7555884,https://en.wikipedia.org/?curid=7555884
wd:Q788558,Plant breeding,4,30876044,https://en.wikipedia.org/?curid=30876044
wd:Q1387972,Plant ecology,4,23470640,https://en.wikipedia.org/?curid=23470640
wd:Q7201518,Plant genetics,4,22346936,https://en.wikipedia.org/?curid=22346936
wd:Q655362,Plant morphology,4,7556348,https://en.wikipedia.org/?curid=7556348
wd:Q185973,Plant physiology,4,637102,https://en.wikipedia.org/?curid=637102
wd:Q2725616,Plant reproduction,4,6614349,https://en.wikipedia.org/?curid=6614349
wd:Q1138178,Plant taxonomy,4,4016398,https://en.wikipedia.org/?curid=4016398
wd:Q10251,Plasma (physics),3,25916521,https://en.wikipedia.org/?curid=25916521
wd:Q1934083,Plasma lamp,4,24969353,https://en.wikipedia.org/?curid=24969353
wd:Q4364316,Plasma processing,4,486529,https://en.wikipedia.org/?curid=486529
wd:Q1425292,Plastics engineering,4,1548441,https://en.wikipedia.org/?curid=1548441
wd:Q2098720,Plate theory,4,26155440,https://en.wikipedia.org/?curid=26155440
wd:Q211500,Pneumatics,4,195891,https://en.wikipedia.org/?curid=195891
wd:Q482,Poetry,4,22926,https://en.wikipedia.org/?curid=22926
wd:Q7208287,Point process,4,2147685,https://en.wikipedia.org/?curid=2147685
wd:Q215179,Point-to-Point Protocol,4,23511,https://en.wikipedia.org/?curid=23511
wd:Q193372,Polar climate,4,50048,https://en.wikipedia.org/?curid=50048
wd:Q193760,Polarization (physics),4,41564,https://en.wikipedia.org/?curid=41564
wd:Q3179130,Policy studies,4,10412265,https://en.wikipedia.org/?curid=10412265
wd:Q47555,Political economy,4,46044,https://en.wikipedia.org/?curid=46044
wd:Q191320,Political geography,4,1845092,https://en.wikipedia.org/?curid=1845092
wd:Q1147507,Political history,4,221737,https://en.wikipedia.org/?curid=221737
wd:Q179805,Political philosophy,3,23040,https://en.wikipedia.org/?curid=23040
wd:Q1596387,Political psychology,4,1450022,https://en.wikipedia.org/?curid=1450022
wd:Q36442,Political science,3,24388,https://en.wikipedia.org/?curid=24388
wd:Q745692,Political sociology,4,299378,https://en.wikipedia.org/?curid=299378
wd:Q7163,Politics,2,22986,https://en.wikipedia.org/?curid=22986
wd:Q1121558,Politics of France,4,33841029,https://en.wikipedia.org/?curid=33841029
wd:Q688192,Politics of Switzerland,4,27464,https://en.wikipedia.org/?curid=27464
wd:Q330963,Politics of the United States,4,32021,https://en.wikipedia.org/?curid=32021
wd:Q58734,Pollution,3,24872,https://en.wikipedia.org/?curid=24872
wd:Q750446,Polymer chemistry,4,656965,https://en.wikipedia.org/?curid=656965
wd:Q3531548,Polymer engineering,4,12743856,https://en.wikipedia.org/?curid=12743856
wd:Q43260,Polynomial,4,23000,https://en.wikipedia.org/?curid=23000
wd:Q35911,Pomology,4,1359960,https://en.wikipedia.org/?curid=1359960
wd:Q904564,Population dynamics,4,501466,https://en.wikipedia.org/?curid=501466
wd:Q1049866,Population ecology,4,1156819,https://en.wikipedia.org/?curid=1156819
wd:Q31151,Population genetics,4,219268,https://en.wikipedia.org/?curid=219268
wd:Q852082,Population geography,4,1923795,https://en.wikipedia.org/?curid=1923795
wd:Q180490,Populism,4,211484,https://en.wikipedia.org/?curid=211484
wd:Q1049673,Port forwarding,4,757166,https://en.wikipedia.org/?curid=757166
wd:Q718809,Positive psychology,4,179948,https://en.wikipedia.org/?curid=179948
wd:Q131015,Positivism,4,2871407,https://en.wikipedia.org/?curid=2871407
wd:Q7234117,Post-classical history,3,13139823,https://en.wikipedia.org/?curid=13139823
wd:Q7233576,Post-quantum cryptography,4,26605226,https://en.wikipedia.org/?curid=26605226
wd:Q595448,Postmodern architecture,4,964995,https://en.wikipedia.org/?curid=964995
wd:Q861182,Poultry farming,4,12116844,https://en.wikipedia.org/?curid=12116844
wd:Q593143,Power electronics,4,1001628,https://en.wikipedia.org/?curid=1001628
wd:Q1803786,Power engineering,3,618077,https://en.wikipedia.org/?curid=618077
wd:Q1756067,Power system protection,4,4242000,https://en.wikipedia.org/?curid=4242000
wd:Q181839,Pragmatics,4,44816,https://en.wikipedia.org/?curid=44816
wd:Q202390,Pre-Columbian era,4,90001,https://en.wikipedia.org/?curid=90001
wd:Q951781,Prefabricated building,4,5754502,https://en.wikipedia.org/?curid=5754502
wd:Q11756,Prehistory,3,18994022,https://en.wikipedia.org/?curid=18994022
wd:Q1773974,Preventive healthcare,3,1032780,https://en.wikipedia.org/?curid=1032780
wd:Q2516951,Pricing,4,239887,https://en.wikipedia.org/?curid=239887
wd:Q975085,Primary education,4,11722032,https://en.wikipedia.org/?curid=11722032
wd:Q188728,Privacy,4,25009,https://en.wikipedia.org/?curid=25009
wd:Q7246002,Privacy-enhancing technologies,4,14389259,https://en.wikipedia.org/?curid=14389259
wd:Q2599292,Probabilistic logic,4,5017608,https://en.wikipedia.org/?curid=5017608
wd:Q7246860,Probabilistic number theory,4,3644492,https://en.wikipedia.org/?curid=3644492
wd:Q200726,Probability distribution,4,23543,https://en.wikipedia.org/?curid=23543
wd:Q5862903,Probability theory,3,23542,https://en.wikipedia.org/?curid=23542
wd:Q1060990,Problem-based learning,4,362386,https://en.wikipedia.org/?curid=362386
wd:Q936044,Procedural law,4,24612,https://en.wikipedia.org/?curid=24612
wd:Q2144042,Process engineering,3,601958,https://en.wikipedia.org/?curid=601958
wd:Q1466064,Processor (computing),4,37509820,https://en.wikipedia.org/?curid=37509820
wd:Q1303814,Processor design,4,7597,https://en.wikipedia.org/?curid=7597
wd:Q829492,Procurement,4,763365,https://en.wikipedia.org/?curid=763365
wd:Q2424752,Product (business),4,240410,https://en.wikipedia.org/?curid=240410
wd:Q1780667,Product management,4,239850,https://en.wikipedia.org/?curid=239850
wd:Q9143,Programming language,4,23015,https://en.wikipedia.org/?curid=23015
wd:Q2670534,Programming language theory,3,3882218,https://en.wikipedia.org/?curid=3882218
wd:Q821102,Progressivism,4,26636309,https://en.wikipedia.org/?curid=26636309
wd:Q179012,Project management,4,24042,https://en.wikipedia.org/?curid=24042
wd:Q177409,Projective geometry,4,243849,https://en.wikipedia.org/?curid=243849
wd:Q353163,Promotion (marketing),4,1752402,https://en.wikipedia.org/?curid=1752402
wd:Q852732,Proof theory,4,183478,https://en.wikipedia.org/?curid=183478
wd:Q2112968,Propensity probability,4,11351089,https://en.wikipedia.org/?curid=11351089
wd:Q200694,Propositional calculus,4,18154,https://en.wikipedia.org/?curid=18154
wd:Q2583685,Propulsion,4,49023,https://en.wikipedia.org/?curid=49023
wd:Q676,Prose,4,52103,https://en.wikipedia.org/?curid=52103
wd:Q1349700,Prosthodontics,4,1356602,https://en.wikipedia.org/?curid=1356602
wd:Q55761529,Protease inhibitor (pharmacology),4,653278,https://en.wikipedia.org/?curid=653278
wd:Q8054,Protein,4,23634,https://en.wikipedia.org/?curid=23634
wd:Q211935,Protein biosynthesis,4,24553,https://en.wikipedia.org/?curid=24553
wd:Q847556,Protein folding,4,52085,https://en.wikipedia.org/?curid=52085
wd:Q2115856,Pseudorandomness,4,23210,https://en.wikipedia.org/?curid=23210
wd:Q7256235,Psychiatric genetics,4,6828663,https://en.wikipedia.org/?curid=6828663
wd:Q7867,Psychiatry,3,18973869,https://en.wikipedia.org/?curid=18973869
wd:Q41630,Psychoanalysis,4,23585,https://en.wikipedia.org/?curid=23585
wd:Q2279219,Psychodynamic psychotherapy,4,1549718,https://en.wikipedia.org/?curid=1549718
wd:Q179488,Psycholinguistics,3,160538,https://en.wikipedia.org/?curid=160538
wd:Q9418,Psychology,2,22921,https://en.wikipedia.org/?curid=22921
wd:Q368498,Psychology of religion,4,507197,https://en.wikipedia.org/?curid=507197
wd:Q506132,Psychometrics,4,24982,https://en.wikipedia.org/?curid=24982
wd:Q1515727,Psychopharmacology,4,45621,https://en.wikipedia.org/?curid=45621
wd:Q2248246,Public economics,4,18532781,https://en.wikipedia.org/?curid=18532781
